"s.reg","year","trophicGroup","region","stemp","btemp","wtcpue.sum","trophicLevel.region.wmean","trophicLevel.sum","trophicLevel.wmean","trophicLevel.se.squareSum","nSpp.perGroup.perYear","nSpp.perGroup"
"newf",2011,"(2.25,2.5]","DFO_Newfoundland_Fall",NA,2.06,0.134321393797668,3.97273346393118,2.4,2.4,0.0441,1,1
"newf",2011,"(2.75,3]","DFO_Newfoundland_Fall",NA,2.94576785714286,0.148724584062917,3.97273346393118,11.94,2.97019449996554,0.0576,4,4
"newf",2011,"(3,3.25]","DFO_Newfoundland_Fall",NA,2.52862048409363,27.3788117675235,3.97273346393118,41.25,3.16558364384774,1.0411,13,17
"newf",2011,"(3.25,3.5]","DFO_Newfoundland_Fall",NA,3.3781526528749,6.07594446342528,3.97273346393118,98.95,3.41251349480749,3.735,29,36
"newf",2011,"(3.5,3.75]","DFO_Newfoundland_Fall",NA,4.24452484579401,20.2189787882749,3.97273346393118,43.76,3.6303716842247,2.6241,12,15
"newf",2011,"(3.75,4]","DFO_Newfoundland_Fall",NA,3.93172340111995,4.05423636426236,3.97273346393118,35.21,3.94495218155029,2.081,9,14
"newf",2011,"(4,4.25]","DFO_Newfoundland_Fall",NA,4.15106522728082,202.55686395846,3.97273346393118,57.47,4.11953690930051,3.3485,14,19
"newf",2011,"(4.25,4.5]","DFO_Newfoundland_Fall",NA,4.10765030159791,6.69136151839256,3.97273346393118,35.31,4.44071271616589,3.0831,8,16
"newf",2011,"(4.5,4.75]","DFO_Newfoundland_Fall",NA,5.54444444444444,0.053583150681946,3.97273346393118,4.54,4.54,0,1,2
"newf",2011,"unknown","DFO_Newfoundland_Fall",NA,3.46859396838383,59.1970090742203,3.97273346393118,0,NA,0.1089,110,210
"sa",1989,"(2,2.25]","SEAMAP_SA",26.6555555555556,25.3666666666667,0.0159957368480847,3.81697225392093,2.02,2.02,0.0049,1,1
"sa",1989,"(2.25,2.5]","SEAMAP_SA",21.775,22.0083333333333,0.41775894057712,3.81697225392093,4.63,2.31936870978976,0.0576,2,3
"sa",1989,"(2.5,2.75]","SEAMAP_SA",25.3869502314815,24.5677951388889,0.077122637482052,3.81697225392093,5.24,2.66256205519526,0.0405,2,2
"sa",1989,"(2.75,3]","SEAMAP_SA",22.0799102564103,21.3037136752137,0.121337711031243,3.81697225392093,8.88,2.94700593949408,0.2197,3,5
"sa",1989,"(3,3.25]","SEAMAP_SA",21.8283745380911,21.6324346611279,12.4458030065812,3.81697225392093,28.8,3.22886868001097,0.7793,9,11
"sa",1989,"(3.25,3.5]","SEAMAP_SA",22.3613094066152,22.0146449722979,4.29435948280869,3.81697225392093,55.02,3.47778749036578,2.7954,16,30
"sa",1989,"(3.5,3.75]","SEAMAP_SA",22.4729510020102,22.1240859627711,9.43559626919957,3.81697225392093,86.83,3.63876232956239,4.6009,24,32
"sa",1989,"(3.75,4]","SEAMAP_SA",23.2550619844319,22.7538026161898,26.1512470233686,3.81697225392093,69.9,3.82147666252558,3.6767,18,28
"sa",1989,"(4,4.25]","SEAMAP_SA",22.5263111271774,22.0807662254066,1.42141295529747,3.81697225392093,41.3,4.0985084726974,2.2398,10,18
"sa",1989,"(4.25,4.5]","SEAMAP_SA",22.6494224395352,22.3807322143953,17.6924490917116,3.81697225392093,97.57,4.39622115052543,4.7912,22,36
"sa",1989,"(4.5,4.75]","SEAMAP_SA",23.008081474577,22.7053244374673,0.757592863505728,3.81697225392093,9.06,4.53,0.3709,2,5
"sa",1989,"unknown","SEAMAP_SA",22.7668973624249,22.4455842110812,12.939674494338,3.81697225392093,0,NA,0,84,150
"sa",1989,NA,NA,NA,NA,0,0,0,0,0,0,0
"sa",1990,"(2,2.25]","SEAMAP_SA",25.41,25.77,0.0035540428843854,3.90369412487303,2.02,2.02,0.0049,1,1
"sa",1990,"(2.25,2.5]","SEAMAP_SA",24.09375,23.46875,0.271916527342969,3.90369412487303,4.63,2.31606119913972,0.0576,2,3
"sa",1990,"(2.5,2.75]","SEAMAP_SA",24.6083333333333,24.3944444444444,0.051357915345179,3.90369412487303,5.24,2.66192102153674,0.0405,2,2
"sa",1990,"(2.75,3]","SEAMAP_SA",25.3573776455026,25.3952518315018,0.103694554708493,3.90369412487303,8.64,2.93843245195068,0.2261,3,5
"sa",1990,"(3,3.25]","SEAMAP_SA",23.4458164086935,23.4153973420636,12.9373704227933,3.90369412487303,35.12,3.22854757660031,0.9049,11,11
"sa",1990,"(3.25,3.5]","SEAMAP_SA",24.2913177048256,24.1065500426112,2.96826264035941,3.90369412487303,55.11,3.48118711537156,2.6674,16,30
"sa",1990,"(3.5,3.75]","SEAMAP_SA",24.2642609208061,24.1570430378202,19.6526118834048,3.90369412487303,86.79,3.60044555882416,4.2705,24,32
"sa",1990,"(3.75,4]","SEAMAP_SA",24.6332278413642,24.6402671957154,9.46478867079602,3.90369412487303,81.58,3.85590337035333,4.1484,21,28
"sa",1990,"(4,4.25]","SEAMAP_SA",23.8271609206458,23.7900306275332,3.42219290887471,3.90369412487303,53.72,4.15534219608871,3.1547,13,18
"sa",1990,"(4.25,4.5]","SEAMAP_SA",24.9271439056274,24.9247311656664,26.2436397458748,3.90369412487303,92.85,4.48520453235065,3.9286,21,36
"sa",1990,"(4.5,4.75]","SEAMAP_SA",23.4223326392523,23.2303953486989,1.40636753959703,3.90369412487303,13.59,4.53,1.027,3,5
"sa",1990,"unknown","SEAMAP_SA",24.1087542321281,24.227941084605,18.2402979049007,3.90369412487303,0,NA,0,78,150
"sa",1990,NA,NA,NA,NA,0,0,0,0,0,0,0
"sa",1991,"(2,2.25]","SEAMAP_SA",26.3083333333333,26.0083333333333,0.0117451967817034,3.79526681081161,2.02,2.02,0.0049,1,1
"sa",1991,"(2.25,2.5]","SEAMAP_SA",22.304724111867,22.4397959183673,0.18388063385846,3.79526681081161,7.07,2.32324547928212,0.8497,3,3
"sa",1991,"(2.5,2.75]","SEAMAP_SA",25.5568181818182,25.3499431818182,0.0768104510925666,3.79526681081161,5.24,2.6506536879075,0.0405,2,2
"sa",1991,"(2.75,3]","SEAMAP_SA",24.5486284722222,24.1730176767677,0.102698645783091,3.79526681081161,5.88,2.94649614598818,0.2197,2,5
"sa",1991,"(3,3.25]","SEAMAP_SA",23.3836682206414,22.8355310746415,23.9660373180118,3.79526681081161,25.7,3.22923697672866,0.7504,8,11
"sa",1991,"(3.25,3.5]","SEAMAP_SA",22.4793930924751,22.1243900745649,4.8310544700158,3.79526681081161,51.74,3.47203589591583,2.5029,15,30
"sa",1991,"(3.5,3.75]","SEAMAP_SA",23.4387366135333,23.0616010027159,20.2944974329365,3.79526681081161,86.75,3.59855889603276,4.128,24,32
"sa",1991,"(3.75,4]","SEAMAP_SA",23.6212897917452,23.1512472938683,28.9083622000318,3.79526681081161,81.68,3.82817145405559,4.2283,21,28
"sa",1991,"(4,4.25]","SEAMAP_SA",22.7022156515562,22.2434593559254,17.5582371566213,3.79526681081161,58,4.17174331496178,2.7989,14,18
"sa",1991,"(4.25,4.5]","SEAMAP_SA",23.9102842688738,23.4348224772167,18.7067733747799,3.79526681081161,110.35,4.46825182786236,4.6146,25,36
"sa",1991,"(4.5,4.75]","SEAMAP_SA",23.4113484654574,22.9134867094189,0.950462237384023,3.79526681081161,9.06,4.53,0.3709,2,5
"sa",1991,"unknown","SEAMAP_SA",23.2119018079191,22.7282777663758,34.2994042880616,3.79526681081161,0,NA,0,77,150
"sa",1991,NA,"SEAMAP_SA",27.5,27.6,0.703771692534914,3.79526681081161,2,2,0,1,2
"sa",1992,"(2,2.25]","SEAMAP_SA",23.4625,23.2125,0.177839932708537,3.84092842847046,2.02,2.02,0.0049,1,1
"sa",1992,"(2.25,2.5]","SEAMAP_SA",22.3663333333333,22.2568888888889,0.144935115096403,3.84092842847046,4.63,2.31845414764499,0.0576,2,3
"sa",1992,"(2.5,2.75]","SEAMAP_SA",24.4336471861472,23.9925252525253,0.0961072339010962,3.84092842847046,5.24,2.66254857304334,0.0405,2,2
"sa",1992,"(2.75,3]","SEAMAP_SA",23.9171875,23.4753819444444,0.0535130914040891,3.84092842847046,5.88,2.94523510586605,0.2197,2,5
"sa",1992,"(3,3.25]","SEAMAP_SA",21.6672893650086,21.5527504574866,9.5341220200835,3.84092842847046,31.99,3.22891096682727,0.7893,10,11
"sa",1992,"(3.25,3.5]","SEAMAP_SA",22.0607439679927,21.8350994451705,2.96098425389521,3.84092842847046,48.25,3.47226662014824,2.1605,14,30
"sa",1992,"(3.5,3.75]","SEAMAP_SA",22.5812656693019,22.3475593483347,17.1572454587684,3.84092842847046,90.4,3.59964520770994,4.3305,25,32
"sa",1992,"(3.75,4]","SEAMAP_SA",23.1456433062839,22.7413574587139,14.4863965656773,3.84092842847046,85.52,3.84221817943581,4.6464,22,28
"sa",1992,"(4,4.25]","SEAMAP_SA",22.7680207533525,22.4513914489371,5.54144775751345,3.84092842847046,49.51,4.14723438222642,2.2567,12,18
"sa",1992,"(4.25,4.5]","SEAMAP_SA",23.4877730423402,23.201725700322,15.8614015708576,3.84092842847046,88.42,4.4438242872515,3.7274,20,36
"sa",1992,"(4.5,4.75]","SEAMAP_SA",21.8902212370962,21.529466043216,1.09517082897678,3.84092842847046,9.06,4.53,0.3709,2,5
"sa",1992,"unknown","SEAMAP_SA",23.2095253511693,22.7268055629449,26.270269627639,3.84092842847046,0,NA,0,77,150
"sa",1992,NA,"SEAMAP_SA",19.2,19.6,0.141995937496228,3.84092842847046,2,2,0,1,2
"sa",1993,"(2,2.25]","SEAMAP_SA",27.4369642857143,26.7876785714286,0.0468482866027535,3.70788928583766,2.02,2.02,0.0049,1,1
"sa",1993,"(2.25,2.5]","SEAMAP_SA",22.07625,21.46375,0.0811107042168002,3.70788928583766,4.63,2.31671603119495,0.0576,2,3
"sa",1993,"(2.5,2.75]","SEAMAP_SA",24.0225843253968,22.9981636904762,0.102822328836161,3.70788928583766,5.24,2.6627902957037,0.0405,2,2
"sa",1993,"(2.75,3]","SEAMAP_SA",25.5004400252525,24.3701123737374,0.0666144549019003,3.70788928583766,5.88,2.94864489219925,0.2197,2,5
"sa",1993,"(3,3.25]","SEAMAP_SA",23.8812519898385,22.637358181189,25.9867841173364,3.70788928583766,28.8,3.22961805932452,0.7793,9,11
"sa",1993,"(3.25,3.5]","SEAMAP_SA",23.8889184943095,23.0164924317212,1.87461720083485,3.70788928583766,58.39,3.46685108067081,2.5418,17,30
"sa",1993,"(3.5,3.75]","SEAMAP_SA",22.4311222516502,21.3830626793232,25.1844988972519,3.70788928583766,90.42,3.56262140092417,4.3029,25,32
"sa",1993,"(3.75,4]","SEAMAP_SA",23.2124863034239,22.2259093940981,15.8588350525196,3.70788928583766,77.8,3.82520089544033,3.8003,20,28
"sa",1993,"(4,4.25]","SEAMAP_SA",23.9108449895584,22.9181046847747,5.55852237448048,3.70788928583766,45.44,4.15669003295098,2.5962,11,18
"sa",1993,"(4.25,4.5]","SEAMAP_SA",23.7645586288824,22.9725424162173,16.1281031125005,3.70788928583766,88.56,4.47937420285335,4.2235,20,36
"sa",1993,"(4.5,4.75]","SEAMAP_SA",25.5606383119746,24.831837613665,0.353826589434941,3.70788928583766,13.57,4.52969488212803,0.4934,3,5
"sa",1993,"unknown","SEAMAP_SA",23.612375862317,22.5630867609895,20.817314371102,3.70788928583766,0,NA,0,70,150
"sa",1993,NA,"SEAMAP_SA",28.96,26.61,0.116767013318737,3.70788928583766,2,2,0,1,2
"sa",1994,"(2,2.25]","SEAMAP_SA",24.8238541666667,24.56828125,0.053991871055832,3.75090619890364,2.02,2.02,0.0049,1,1
"sa",1994,"(2.25,2.5]","SEAMAP_SA",22.7033333333333,22.71,0.0693342504179685,3.75090619890364,4.63,2.31967877812379,0.0576,2,3
"sa",1994,"(2.5,2.75]","SEAMAP_SA",23.413621031746,22.7282619047619,0.0627753180916772,3.75090619890364,5.24,2.65110595355256,0.0405,2,2
"sa",1994,"(2.75,3]","SEAMAP_SA",22.7934070399765,22.8207782921811,0.0874263844493824,3.75090619890364,8.64,2.93648037569668,0.2261,3,5
"sa",1994,"(3,3.25]","SEAMAP_SA",23.0060547712128,22.5492810902523,14.8954783636134,3.75090619890364,25.7,3.22991781442787,0.7504,8,11
"sa",1994,"(3.25,3.5]","SEAMAP_SA",22.7525839427749,22.5169187106661,2.28672175642411,3.75090619890364,55.35,3.47943746593622,2.5267,16,30
"sa",1994,"(3.5,3.75]","SEAMAP_SA",22.5628092791578,22.1901525532013,22.5411170669629,3.75090619890364,79.55,3.57173398126262,3.9759,22,32
"sa",1994,"(3.75,4]","SEAMAP_SA",23.7322081835036,23.3607457685495,11.2634208337103,3.75090619890364,77.87,3.84635111329206,4.1959,20,28
"sa",1994,"(4,4.25]","SEAMAP_SA",22.9189075339995,22.615532907934,1.75844514397797,3.75090619890364,57.82,4.14201684082193,2.7848,14,18
"sa",1994,"(4.25,4.5]","SEAMAP_SA",23.5837385142489,23.1850066126592,14.0730349656363,3.75090619890364,93.05,4.46314505913546,4.7723,21,36
"sa",1994,"(4.5,4.75]","SEAMAP_SA",21.5680496733205,21.3165751541228,1.24076449851531,3.75090619890364,13.59,4.53,1.027,3,5
"sa",1994,"unknown","SEAMAP_SA",23.0615177733473,22.6591402144654,28.4367541771199,3.75090619890364,0,NA,0,70,150
"sa",1994,NA,NA,NA,NA,0,0,0,0,0,0,0
"sa",1995,"(2,2.25]","SEAMAP_SA",25.6613333333333,25.0913333333333,0.0974657395572685,NA,2.02,2.02,0.0049,1,1
"sa",1995,"(2.25,2.5]","SEAMAP_SA",24.0366666666667,23.655,0.0305923782103762,NA,4.63,2.31822075322646,0.0576,2,3
"sa",1995,"(2.5,2.75]","SEAMAP_SA",23.8337291666667,23.2344458333333,0.112653829327455,NA,5.24,2.66362487929917,0.0405,2,2
"sa",1995,"(2.75,3]","SEAMAP_SA",26.6623631912272,25.9257984354826,0.0455533518878137,NA,5.88,2.94633666183433,0.2197,2,5
"sa",1995,"(3,3.25]","SEAMAP_SA",24.2796971727422,23.7795658675926,39.9067000964222,NA,28.8,3.22987323361712,0.7793,9,11
"sa",1995,"(3.25,3.5]","SEAMAP_SA",23.4682112074453,22.9011623436211,2.83220486581724,NA,58.45,3.46310013459913,2.7683,17,30
"sa",1995,"(3.5,3.75]","SEAMAP_SA",24.3535415536321,23.8413488039025,19.6485396302468,NA,86.79,NA,4.3049,24,32
"sa",1995,"(3.75,4]","SEAMAP_SA",24.6278362208185,24.08794888833,19.0897836348209,NA,85.45,3.82794418513294,4.204,22,28
"sa",1995,"(4,4.25]","SEAMAP_SA",24.6433048630808,24.0983283939656,8.66140381817432,NA,45.42,4.1733417932229,2.0998,11,18
"sa",1995,"(4.25,4.5]","SEAMAP_SA",23.9061731748336,23.338512647021,13.3086415651847,NA,97.52,4.46577555837914,4.5484,22,36
"sa",1995,"(4.5,4.75]","SEAMAP_SA",22.797678996929,22.0788441930094,3.08018562652105,NA,13.59,4.53,1.027,3,5
"sa",1995,"unknown","SEAMAP_SA",23.8561979724855,23.2222189054596,23.4047087078601,NA,0,NA,0,67,150
"sa",1995,NA,NA,NA,NA,0,0,0,0,0,0,0
"sa",1996,"(2,2.25]","SEAMAP_SA",25.4793948412698,24.9624603174603,0.0515642016926798,3.69616415759608,2.02,2.02,0.0049,1,1
"sa",1996,"(2.25,2.5]","SEAMAP_SA",21.7416666666667,21.9916666666667,0.0605738206854704,3.69616415759608,4.63,2.31919821998385,0.0576,2,3
"sa",1996,"(2.5,2.75]","SEAMAP_SA",23.488851010101,23.1802601010101,0.100747703276227,3.69616415759608,5.24,2.66294722780507,0.0405,2,2
"sa",1996,"(2.75,3]","SEAMAP_SA",26.2681470142705,25.933506774649,0.103697084615203,3.69616415759608,11.62,2.94844225581398,0.2261,4,5
"sa",1996,"(3,3.25]","SEAMAP_SA",22.8641982205432,22.5037028190759,15.2428629368086,3.69616415759608,28.8,3.22938518185513,0.7793,9,11
"sa",1996,"(3.25,3.5]","SEAMAP_SA",23.223183994049,22.8698855757358,2.88672187394226,3.69616415759608,55.23,3.48045049262515,2.3458,16,30
"sa",1996,"(3.5,3.75]","SEAMAP_SA",23.1667728589461,22.7573816649394,18.2947166108089,3.69616415759608,83.14,3.57329488759431,4.1024,23,32
"sa",1996,"(3.75,4]","SEAMAP_SA",23.3716139694684,22.7331827659909,10.3647683819351,3.69616415759608,69.96,3.84758926575156,3.3247,18,28
"sa",1996,"(4,4.25]","SEAMAP_SA",22.4254935074956,21.8534303644915,7.48505700049033,3.69616415759608,49.64,4.17045022736702,3.0058,12,18
"sa",1996,"(4.25,4.5]","SEAMAP_SA",22.7234889320137,22.4513098374041,6.34293235475868,3.69616415759608,93.04,4.4488951384891,3.9778,21,36
"sa",1996,"(4.5,4.75]","SEAMAP_SA",23.1243934339762,22.6156689287895,0.531297159260986,3.69616415759608,9.06,4.53,0.3709,2,5
"sa",1996,"unknown","SEAMAP_SA",23.496175570009,23.1546373088393,14.3712929644177,3.69616415759608,0,NA,0,65,150
"sa",1996,NA,NA,NA,NA,0,0,0,0,0,0,0
"sa",1997,"(2,2.25]","SEAMAP_SA",24.3341666666667,23.8991666666667,0.107746555824417,3.67967416919074,2.02,2.02,0.0049,1,1
"sa",1997,"(2.25,2.5]","SEAMAP_SA",19.885,19.72,0.00450142109767938,3.67967416919074,2.31,2.31,0.0576,1,3
"sa",1997,"(2.5,2.75]","SEAMAP_SA",24.4693541666667,24.400125,0.0468361429564449,3.67967416919074,5.24,2.63546232943938,0.0405,2,2
"sa",1997,"(2.75,3]","SEAMAP_SA",26.6754622359963,26.2607884527089,0.0570929503655079,3.67967416919074,5.88,2.94985986669112,0.2197,2,5
"sa",1997,"(3,3.25]","SEAMAP_SA",20.9636402705061,20.6856486765398,25.9513255380858,3.67967416919074,28.89,3.22972241947323,0.7604,9,11
"sa",1997,"(3.25,3.5]","SEAMAP_SA",21.907753985797,21.7016809743916,2.2064998145863,3.67967416919074,62,3.46188298900788,2.8178,18,30
"sa",1997,"(3.5,3.75]","SEAMAP_SA",22.8035789115034,22.535430932814,15.0458576996716,3.67967416919074,83.14,3.57369438460506,4.1024,23,32
"sa",1997,"(3.75,4]","SEAMAP_SA",23.2176622002646,22.9601939591375,12.0904384833522,3.67967416919074,66.29,3.82923019474939,3.5009,17,28
"sa",1997,"(4,4.25]","SEAMAP_SA",24.0078920088345,23.8116004849689,8.49625894213468,3.67967416919074,45.61,4.16846389654543,2.6263,11,18
"sa",1997,"(4.25,4.5]","SEAMAP_SA",24.4965890328432,24.1437906476417,13.4292859035041,3.67967416919074,88.35,4.40367888660273,2.7433,20,36
"sa",1997,"(4.5,4.75]","SEAMAP_SA",22.2219416761865,21.9223553491262,0.817464001100362,3.67967416919074,9.06,4.53,0.3709,2,5
"sa",1997,"unknown","SEAMAP_SA",22.7306460475041,22.4110446861051,11.7353363820679,3.67967416919074,0,NA,0,63,150
"sa",1997,NA,"SEAMAP_SA",28.22,28.23,1.39999656534176,3.67967416919074,2,2,0,1,2
"sa",1998,"(2,2.25]","SEAMAP_SA",26.1922916666667,25.9360416666667,0.0339751787604241,3.59867651783608,2.02,2.02,0.0049,1,1
"sa",1998,"(2.25,2.5]","SEAMAP_SA",24.7375,24.5308333333333,0.0250338973484227,3.59867651783608,4.63,2.31975138332607,0.0576,2,3
"sa",1998,"(2.5,2.75]","SEAMAP_SA",23.9784537037037,23.6753101851852,0.0572443720740414,3.59867651783608,5.24,2.65440582731525,0.0405,2,2
"sa",1998,"(2.75,3]","SEAMAP_SA",25.4540557208995,24.8560027472527,0.120129770468202,3.59867651783608,5.88,2.94868651704977,0.2197,2,5
"sa",1998,"(3,3.25]","SEAMAP_SA",23.2167390652277,22.8630961295103,33.1876894700066,3.59867651783608,31.93,3.22988609380479,0.8949,10,11
"sa",1998,"(3.25,3.5]","SEAMAP_SA",24.0246136789587,23.7123127970546,1.9956760063748,3.59867651783608,51.76,3.48160015790312,2.4554,15,30
"sa",1998,"(3.5,3.75]","SEAMAP_SA",23.464840724805,23.0519325487345,25.119674670593,3.59867651783608,90.32,3.56477845511928,4.4608,25,32
"sa",1998,"(3.75,4]","SEAMAP_SA",23.5772999762765,23.184858722681,10.3576989403928,3.59867651783608,65.79,3.83838116394265,2.9487,17,28
"sa",1998,"(4,4.25]","SEAMAP_SA",23.8397432080938,23.3955437727535,10.0886858429224,3.59867651783608,45.47,4.17195500291414,2.1334,11,18
"sa",1998,"(4.25,4.5]","SEAMAP_SA",23.4910600268749,22.9393648857194,5.5975311358938,3.59867651783608,92.81,4.42100745430799,3.5805,21,36
"sa",1998,"(4.5,4.75]","SEAMAP_SA",21.432384967876,20.8792658802837,1.16863030603963,3.59867651783608,13.59,4.53,1.027,3,5
"sa",1998,"unknown","SEAMAP_SA",23.7449339536721,23.3275662750952,14.3960490387449,3.59867651783608,0,NA,0,54,150
"sa",1998,NA,"SEAMAP_SA",22,22.02,0.259942812581232,3.59867651783608,2,2,0,1,2
"sa",1999,"(2,2.25]","SEAMAP_SA",24.43,23.92,0.0152463405329558,3.76544086809195,2.02,2.02,0.0049,1,1
"sa",1999,"(2.25,2.5]","SEAMAP_SA",22.2066666666667,22.8058333333333,0.0302460987113362,3.76544086809195,4.63,2.31985628246154,0.0576,2,3
"sa",1999,"(2.5,2.75]","SEAMAP_SA",21.2185208333333,20.908375,0.0391170790881956,3.76544086809195,5.24,2.66858853454084,0.0405,2,2
"sa",1999,"(2.75,3]","SEAMAP_SA",25.1804175096833,24.854532096814,0.0820284708020412,3.76544086809195,5.88,2.9471475896183,0.2197,2,5
"sa",1999,"(3,3.25]","SEAMAP_SA",22.6957753765262,22.3452204166295,9.31475037477687,3.76544086809195,31.96,3.22928303930179,0.7824,10,11
"sa",1999,"(3.25,3.5]","SEAMAP_SA",23.121018404941,22.8234090894524,3.09305378261366,3.76544086809195,51.74,3.48644633445937,2.2629,15,30
"sa",1999,"(3.5,3.75]","SEAMAP_SA",22.8208956747941,22.5171189747855,21.45738757722,3.76544086809195,83.08,3.58900960505725,4.3039,23,32
"sa",1999,"(3.75,4]","SEAMAP_SA",23.2839696342392,22.8986056976156,11.5929281565672,3.76544086809195,66.31,3.84882392672251,3.943,17,28
"sa",1999,"(4,4.25]","SEAMAP_SA",24.4704092959635,24.0344650245813,1.62668940437368,3.76544086809195,45.58,4.1489321125312,2.9658,11,18
"sa",1999,"(4.25,4.5]","SEAMAP_SA",23.7431164251801,23.3065235833698,7.77662959087117,3.76544086809195,97.51,4.41227931953908,5.7486,22,36
"sa",1999,"(4.5,4.75]","SEAMAP_SA",21.0320922943899,20.6683597776782,4.18874248407443,3.76544086809195,13.59,4.53,1.027,3,5
"sa",1999,"unknown","SEAMAP_SA",22.8763853847478,22.5346349768898,19.1418997160804,3.76544086809195,0,NA,0,69,150
"sa",1999,NA,NA,NA,NA,0,0,0,0,0,0,0
"sa",2000,"(2,2.25]","SEAMAP_SA",25.78,25.105,0.00373079659948438,3.77257426875722,2.02,2.02,0.0049,1,1
"sa",2000,"(2.25,2.5]","SEAMAP_SA",22.81,22.30375,0.019228853220445,3.77257426875722,4.63,2.31910292385258,0.0576,2,3
"sa",2000,"(2.5,2.75]","SEAMAP_SA",23.799224537037,23.542962962963,0.0219952957786734,3.77257426875722,5.24,2.6519137821154,0.0405,2,2
"sa",2000,"(2.75,3]","SEAMAP_SA",25.7124448051948,25.0953463203463,0.0442648432265577,3.77257426875722,5.88,2.94678968106297,0.2197,2,5
"sa",2000,"(3,3.25]","SEAMAP_SA",22.9536538564822,22.7260958467679,8.83000909076357,3.77257426875722,25.64,3.22969400876885,0.6568,8,11
"sa",2000,"(3.25,3.5]","SEAMAP_SA",23.3208394625062,23.0260714663872,2.92651884279466,3.77257426875722,55.08,3.48418390454893,2.6579,16,30
"sa",2000,"(3.5,3.75]","SEAMAP_SA",23.2241900901314,22.9229311624126,24.3306084167867,3.77257426875722,83.14,3.56778099766321,4.1024,23,32
"sa",2000,"(3.75,4]","SEAMAP_SA",24.3412072348071,23.9568983264736,18.7502654514821,3.77257426875722,70.13,3.82530341753917,3.6234,18,28
"sa",2000,"(4,4.25]","SEAMAP_SA",24.1581042192761,23.8128709791366,6.64081079658901,3.77257426875722,49.65,4.16119572140084,2.6263,12,18
"sa",2000,"(4.25,4.5]","SEAMAP_SA",24.34173254535,24.0863086452083,9.82241120273659,3.77257426875722,84.05,4.44318421572546,3.2987,19,36
"sa",2000,"(4.5,4.75]","SEAMAP_SA",24.0216270664184,23.7502399658257,0.722977360533164,3.77257426875722,13.69,4.54659323567768,0.875,3,5
"sa",2000,"unknown","SEAMAP_SA",24.0002048244225,23.6828622239332,26.3878004146869,3.77257426875722,0,NA,0,63,150
"sa",2000,NA,NA,NA,NA,0,0,0,0,0,0,0
"sa",2001,"(2,2.25]","SEAMAP_SA",24.7386111111111,24.41,0.0366129428175348,3.71548167592861,2.02,2.02,0.0049,1,1
"sa",2001,"(2.25,2.5]","SEAMAP_SA",21.6625,21.2483333333333,0.0266523995997289,3.71548167592861,4.63,2.31920963523076,0.0576,2,3
"sa",2001,"(2.5,2.75]","SEAMAP_SA",22.2880208333333,21.698125,0.0263876766013834,3.71548167592861,5.24,2.65280721857121,0.0405,2,2
"sa",2001,"(2.75,3]","SEAMAP_SA",24.7887308682059,24.4027761093074,0.0578759481417287,3.71548167592861,5.88,2.94843450150347,0.2197,2,5
"sa",2001,"(3,3.25]","SEAMAP_SA",21.9564497543428,21.6201453973806,16.4644521944313,3.71548167592861,25.7,3.22967459460799,0.7504,8,11
"sa",2001,"(3.25,3.5]","SEAMAP_SA",22.4387241288293,22.1006649100569,24.6652622223029,3.71548167592861,58.46,3.45894765006894,2.9546,17,30
"sa",2001,"(3.5,3.75]","SEAMAP_SA",22.486230963165,22.1592068920566,28.2330542368713,3.71548167592861,79.73,3.57503213466175,4.2647,22,32
"sa",2001,"(3.75,4]","SEAMAP_SA",22.425741394828,22.0461416516922,11.512853796407,3.71548167592861,81.78,3.84120217323957,4.0927,21,28
"sa",2001,"(4,4.25]","SEAMAP_SA",23.7094944878354,23.2567380731642,5.84169166997275,3.71548167592861,45.53,4.16794446076034,2.5743,11,18
"sa",2001,"(4.25,4.5]","SEAMAP_SA",22.7805395099931,22.2560451391136,14.5359909332514,3.71548167592861,92.83,4.4488307824707,4.5812,21,36
"sa",2001,"(4.5,4.75]","SEAMAP_SA",21.9174469568351,21.296075939227,4.55798943529522,3.71548167592861,13.59,4.53,1.027,3,5
"sa",2001,"unknown","SEAMAP_SA",22.7280645813248,22.448624606712,25.0342088823198,3.71548167592861,0,NA,0,61,150
"sa",2001,NA,NA,NA,NA,0,0,0,0,0,0,0
"sa",2002,"(2,2.25]","SEAMAP_SA",25.4533333333333,24.42,0.0219412428034563,3.72322388947,2.02,2.02,0.0049,1,1
"sa",2002,"(2.25,2.5]","SEAMAP_SA",26.94,26.69,0.0137582209477151,3.72322388947,2.32,2.32,0,1,3
"sa",2002,"(2.5,2.75]","SEAMAP_SA",20.9801388888889,20.9032777777778,0.00821197230311598,3.72322388947,5.24,2.56760469990221,0.0405,2,2
"sa",2002,"(2.75,3]","SEAMAP_SA",25.5755288800705,25.0707997685185,0.0693129581791349,3.72322388947,5.88,2.9461310545502,0.2197,2,5
"sa",2002,"(3,3.25]","SEAMAP_SA",23.5962508932439,23.1216882126893,32.3075591763675,3.72322388947,25.7,3.22988318969538,0.7504,8,11
"sa",2002,"(3.25,3.5]","SEAMAP_SA",23.8831125640566,23.4533582945869,24.1573718121304,3.72322388947,58.58,3.45357315516509,2.753,17,30
"sa",2002,"(3.5,3.75]","SEAMAP_SA",23.0830575486458,22.6140063124803,42.3838844046948,3.72322388947,79.4,3.56904413864681,4.1239,22,32
