"","Taxon","variable","value","Year"
"2987","Icosteus aenigmaticus","X1994",1,1994
"2988","Cyclopterinae","X1994",1,1994
"2989","Aptocyclus ventricosus","X1994",1,1994
"2990","Eumicrotremus birulai","X1994",3,1994
"2991","Eumicrotremus orbis","X1994",1,1994
"2992","Eumicrotremus derjugini","X1994",3,1994
"2993","Eumicrotremus andriashevi","X1994",3,1994
"2994","Eumicrotremus sp.","X1994",3,1994
"2995","Cyclopteropsis phrynoides","X1994",3,1994
"2996","Liparidinae","X1994",1,1994
"2997","Crystallichthys cyclospilus","X1994",1,1994
"2998","Liparis sp.","X1994",1,1994
"2999","Liparis fucensis","X1994",3,1994
"3000","Liparis bristolense","X1994",3,1994
"3001","Liparis dennyi","X1994",3,1994
"3002","Liparis gibbus","X1994",1,1994
"3003","Liparis pulchellus","X1994",3,1994
"3004","Liparis ochotensis","X1994",3,1994
"3005","Liparis cyclopus","X1994",3,1994
"3006","Liparis rutteri","X1994",3,1994
"3007","Liparis tunicatus","X1994",3,1994
"3008","Elassodiscus sp.","X1994",3,1994
"3009","Careproctus sp.","X1994",1,1994
"3010","Careproctus melanurus","X1994",3,1994
"3011","Careproctus phasma","X1994",3,1994
"3012","Careproctus cypselurus","X1994",3,1994
"3013","Careproctus furcellus","X1994",3,1994
"3014","Careproctus scottae","X1994",3,1994
"3015","Careproctus gilberti","X1994",3,1994
"3016","Careproctus rastrinus","X1994",2,1994
"3017","Nectoliparis pelagicus","X1994",3,1994
"3018","Myctophidae","X1994",1,1994
"3019","Osmeridae","X1994",1,1994
"3020","Thaleichthys pacificus","X1994",1,1994
"3021","Mallotus villosus","X1994",1,1994
"3022","Osmerus mordax","X1994",1,1994
"3023","Salmonidae","X1994",1,1994
"3024","Oncorhynchus tshawytscha","X1994",1,1994
"3025","Oncorhynchus kisutch","X1994",1,1994
"3026","Oncorhynchus gorbuscha","X1994",1,1994
"3027","Oncorhynchus keta","X1994",1,1994
"3028","Oncorhynchus nerka","X1994",1,1994
"3029","Onchorynchus mykiss","X1994",1,1994
"3030","Salvelinus malma","X1994",1,1994
"3031","Lyconectes aleutensis","X1994",1,1994
"3032","Cryptacanthodes giganteus","X1994",1,1994
"3033","Stichaeidae","X1994",1,1994
"3034","Eumesogrammus praecisus","X1994",1,1994
"3035","Stichaeus punctatus","X1994",3,1994
"3036","Lumpenus sp.","X1994",2,1994
"3037","Lumpenus maculatus","X1994",3,1994
"3038","Lumpenus medius","X1994",3,1994
"3039","Lumpenus fabricii","X1994",3,1994
"3040","Lumpenus sagitta","X1994",3,1994
"3041","Acantholumpenus mackayi","X1994",3,1994
"3042","Lumpenella longirostris","X1994",3,1994
"3043","Chirolophis sp.","X1994",3,1994
"3044","Chirolophis decoratus","X1994",3,1994
"3045","Chirolophis snyderi","X1994",3,1994
"3046","Poroclinus rothrocki","X1994",3,1994
"3047","Pholidae","X1994",3,1994
"3048","Zaprora silenus","X1994",1,1994
"3049","Zoarcidae","X1994",1,1994
"3050","Lycodes sp.","X1994",1,1994
"3051","Lycodes raridens","X1994",1,1994
"3052","Lycodes palearis","X1994",1,1994
"3053","Lycodes mucosus","X1994",3,1994
"3054","Lycodes polaris","X1994",3,1994
"3055","Lycodes turneri","X1994",3,1994
"3056","Lycodes brevipes","X1994",1,1994
"3057","Gymnelus viridis","X1994",3,1994
"3058","roundfish unident.","X1994",1,1994
"3059","Sebastes sp.","X1994",1,1994
"3060","Sebastes aleutianus","X1994",3,1994
"3061","Sebastes melanostictus","X1994",3,1994
"3062","Sebastes alutus","X1994",1,1994
"3063","dusky and dark rockfishes unid","X1994",1,1994
"3064","Sebastes variabilis","X1994",1,1994
"3065","Sebastes crameri","X1994",3,1994
"3066","Sebastes flavidus","X1994",3,1994
"3067","Sebastes polyspinis","X1994",1,1994
"3068","Sebastes variegatus","X1994",1,1994
"3069","fish eggs unident.","X1995",1,1995
"3070","fish larvae unident.","X1995",1,1995
"3071","fish unident.","X1995",1,1995
"3072","Petromyzontidae","X1995",1,1995
"3073","Lampetra tridentata","X1995",2,1995
"3074","Lamna ditropis","X1995",1,1995
"3075","Squalus acanthias","X1995",1,1995
"3076","Somniosus pacificus","X1995",1,1995
"3077","Rajidae unident.","X1995",1,1995
"3078","skate egg case unident.","X1995",1,1995
"3079","Bathyraja sp. egg case","X1995",1,1995
"3080","Raja sp.","X1995",3,1995
"3081","Raja binoculata","X1995",2,1995
"3082","Raja rhina","X1995",3,1995
"3083","Raja stellulata","X1995",3,1995
"3084","Bathyraja sp.","X1995",2,1995
"3085","Bathyraja abyssicola","X1995",3,1995
"3086","Bathyraja interrupta","X1995",3,1995
"3087","Bathyraja interrupta
egg case","X1995",3,1995
"3088","Bathyraja taranetzi","X1995",3,1995
"3089","Bathyraja parmifera","X1995",3,1995
"3090","Bathyraja aleutica","X1995",3,1995
"3091","Bathyraja parmifera
egg case","X1995",3,1995
"3092","Bathyraja maculata","X1995",3,1995
"3093","Bathyraja smirnovi","X1995",3,1995
"3094","Bathyraja violacea","X1995",3,1995
"3095","Pleuronectiformes","X1995",1,1995
"3096","Citharichthys sp.","X1995",3,1995
"3097","Citharichthys sordidus","X1995",3,1995
"3098","Atheresthes stomias","X1995",2,1995
"3099","Atheresthes sp.","X1995",1,1995
"3100","Atheresthes evermanni","X1995",2,1995
"3101","Reinhardtius hippoglossoides","X1995",1,1995
"3102","Hippoglossus stenolepis","X1995",1,1995
"3103","Hippoglossoides sp.","X1995",1,1995
"3104","Hippoglossoides elassodon","X1995",2,1995
"3105","Hippoglossoides robustus","X1995",2,1995
"3106","Lyopsetta exilis","X1995",3,1995
"3107","Lyopsetta glacialis","X1995",3,1995
"3108","Parophrys vetulus","X1995",3,1995
"3109","Microstomus pacificus","X1995",1,1995
"3110","Glyptocephalus zachirus","X1995",1,1995
"3111","Limanda aspera","X1995",1,1995
"3112","Limanda proboscidea","X1995",1,1995
"3113","Limanda sakhalinensis","X1995",1,1995
"3114","Platichthys stellatus","X1995",1,1995
"3115","Platichthys stellatus X Pleuronectes quadrituberculatus.","X1995",1,1995
"3116","Psettichthys melanostictus","X1995",3,1995
"3117","Lepidopsetta sp.","X1995",1,1995
"3118","Lepidopsetta polyxystra","X1995",3,1995
"3119","Lepidopsetta bilineata","X1995",3,1995
"3120","Isopsetta isolepis","X1995",2,1995
"3121","Pleuronectes quadrituberculatus","X1995",1,1995
"3122","Pleuronichthys sp.","X1995",3,1995
"3123","Agonidae","X1995",1,1995
"3124","Pallasina barbata","X1995",1,1995
"3125","Percis japonicus","X1995",1,1995
"3126","Leptagonus sp.","X1995",2,1995
"3127","Leptagonus leptorhynchus","X1995",2,1995
"3128","Leptagonus frenatus","X1995",2,1995
"3129","Agonopsis vulsa","X1995",3,1995
"3130","Odontopyxis trispinosa","X1995",3,1995
"3131","Bathyagonus sp.","X1995",2,1995
"3132","Bathyagonus alascanus","X1995",2,1995
"3133","Bathyagonus infraspinatus","X1995",3,1995
"3134","Bathyagonus pentacanthus","X1995",3,1995
"3135","Bathyagonus nigripinnis","X1995",3,1995
"3136","Podothecus accipenserinus","X1995",1,1995
"3137","Podothecus veternus","X1995",3,1995
"3138","Aspidophoroides bartoni","X1995",1,1995
"3139","Aspidophoroides olriki","X1995",2,1995
"3140","Anoplagonus inermis","X1995",3,1995
"3141","Chesnonia verrucosa","X1995",3,1995
"3142","Occella dodecaedron","X1995",1,1995
"3143","Hypsagonus quadricornis","X1995",1,1995
"3144","Ammodytes hexapterus","X1995",1,1995
"3145","Anarrhichthys ocellatus","X1995",3,1995
"3146","Anarhichas orientalis","X1995",1,1995
"3147","Anoplopoma fimbria","X1995",1,1995
"3148","Aulorhynchus flavidus","X1995",3,1995
"3149","Bathymasteridae","X1995",2,1995
"3150","Ronquilus jordani","X1995",3,1995
"3151","Bathymaster signatus","X1995",1,1995
"3152","Clupea pallasi","X1995",1,1995
"3153","Alosa sapidissima","X1995",3,1995
"3154","Cottidae","X1995",1,1995
"3155","Icelinus borealis","X1995",3,1995
"3156","Gymnocanthus sp.","X1995",2,1995
"3157","Gymnocanthus pistilliger","X1995",3,1995
"3158","Gymnocanthus tricuspis","X1995",3,1995
"3159","Gymnocanthus galeatus","X1995",3,1995
"3160","Gymnocanthus detrisus","X1995",3,1995
"3161","Radulinus asprellus","X1995",3,1995
"3162","Artediellus sp.","X1995",2,1995
"3163","Artediellus miacanthus","X1995",3,1995
"3164","Artediellus pacificus","X1995",2,1995
"3165","Artediellus scaber","X1995",3,1995
"3166","Malacocottus sp.","X1995",1,1995
"3167","Malacocottus kincaidi","X1995",3,1995
"3168","Malacocottus zonurus","X1995",1,1995
"3169","Hemilepidotus sp.","X1995",1,1995
"3170","Hemilepidotus gilberti","X1995",3,1995
"3171","Hemilepidotus spinosus","X1995",3,1995
"3172","Hemilepidotus zapus","X1995",3,1995
"3173","Hemilepidotus hemilepidotus","X1995",1,1995
"3174","Hemilepidotus jordani","X1995",1,1995
"3175","Hemilepidotus papilio","X1995",2,1995
"3176","Triglops sp.","X1995",1,1995
"3177","Triglops forficata","X1995",1,1995
"3178","Triglops metopias","X1995",3,1995
"3179","Triglops scepticus","X1995",2,1995
"3180","Triglops pingeli","X1995",2,1995
"3181","Triglops macellus","X1995",2,1995
"3182","Microcottus sellaris","X1995",3,1995
"3183","Myoxocephalus verrucosus","X1995",3,1995
"3184","Myoxocephalus polyacanthocephalus","X1995",3,1995
"3185","Myoxocephalus jaok","X1995",3,1995
"3186","Myoxocephalus stelleri","X1995",3,1995
"3187","Myoxocephalus sp.","X1995",1,1995
"3188","Myoxocephalus quadricornis","X1995",3,1995
"3189","Myoxocephalus scorpioides","X1995",3,1995
"3190","Megalocottus platycephalus","X1995",3,1995
"3191","Leptocottus armatus","X1995",3,1995
"3192","Enophrys sp.","X1995",1,1995
"3193","Enophrys lucasi","X1995",3,1995
"3194","Enophrys diceraus","X1995",1,1995
"3195","Dasycottus setiger","X1995",1,1995
"3196","Psychrolutes paradoxus","X1995",1,1995
"3197","Psychrolutes phrictus","X1995",3,1995
"3198","Blepsias bilobus","X1995",1,1995
"3199","Nautichthys pribilovius","X1995",1,1995
"3200","Nautichthys oculofasciatus","X1995",3,1995
"3201","Hemitripterus bolini","X1995",1,1995
"3202","Eurymen gyrinus","X1995",1,1995
"3203","Icelus spiniger","X1995",1,1995
"3204","Icelus canaliculatus","X1995",3,1995
"3205","Icelus euryops","X1995",3,1995
"3206","Icelus spatula","X1995",1,1995
"3207","Icelus sp.","X1995",1,1995
"3208","Trichodon trichodon","X1995",1,1995
"3209","Microgadus proximus","X1995",3,1995
"3210","Gadus macrocephalus","X1995",1,1995
"3211","Boreogadus saida","X1995",3,1995
"3212","Eleginus gracilis","X1995",1,1995
"3213","Theragra chalcogramma","X1995",1,1995
"3214","Gasterosteus aculeatus","X1995",1,1995
"3215","Pungitius pungitius","X1995",1,1995
"3216","Hexagrammidae","X1995",1,1995
"3217","Pleurogrammus monopterygius","X1995",1,1995
"3218","Hexagrammos sp.","X1995",1,1995
"3219","Hexagrammos octogrammus","X1995",3,1995
"3220","Hexagrammos stelleri","X1995",1,1995
"3221","Hexagrammos lagocephalus","X1995",3,1995
"3222","Hexagrammos decagrammus","X1995",2,1995
"3223","Icosteus aenigmaticus","X1995",1,1995
"3224","Cyclopterinae","X1995",1,1995
"3225","Aptocyclus ventricosus","X1995",1,1995
"3226","Eumicrotremus birulai","X1995",3,1995
"3227","Eumicrotremus orbis","X1995",1,1995
"3228","Eumicrotremus derjugini","X1995",3,1995
"3229","Eumicrotremus andriashevi","X1995",3,1995
"3230","Eumicrotremus sp.","X1995",3,1995
"3231","Cyclopteropsis phrynoides","X1995",3,1995
"3232","Liparidinae","X1995",1,1995
"3233","Crystallichthys cyclospilus","X1995",1,1995
"3234","Liparis sp.","X1995",1,1995
"3235","Liparis fucensis","X1995",3,1995
"3236","Liparis bristolense","X1995",3,1995
"3237","Liparis dennyi","X1995",3,1995
"3238","Liparis gibbus","X1995",1,1995
"3239","Liparis pulchellus","X1995",3,1995
"3240","Liparis ochotensis","X1995",3,1995
"3241","Liparis cyclopus","X1995",3,1995
"3242","Liparis rutteri","X1995",3,1995
"3243","Liparis tunicatus","X1995",3,1995
"3244","Elassodiscus sp.","X1995",3,1995
"3245","Careproctus sp.","X1995",1,1995
"3246","Careproctus melanurus","X1995",3,1995
"3247","Careproctus phasma","X1995",3,1995
"3248","Careproctus cypselurus","X1995",3,1995
"3249","Careproctus furcellus","X1995",3,1995
"3250","Careproctus scottae","X1995",3,1995
"3251","Careproctus gilberti","X1995",3,1995
"3252","Careproctus rastrinus","X1995",2,1995
"3253","Nectoliparis pelagicus","X1995",3,1995
"3254","Myctophidae","X1995",1,1995
"3255","Osmeridae","X1995",1,1995
"3256","Thaleichthys pacificus","X1995",1,1995
"3257","Mallotus villosus","X1995",1,1995
"3258","Osmerus mordax","X1995",1,1995
"3259","Salmonidae","X1995",1,1995
"3260","Oncorhynchus tshawytscha","X1995",1,1995
"3261","Oncorhynchus kisutch","X1995",1,1995
"3262","Oncorhynchus gorbuscha","X1995",1,1995
"3263","Oncorhynchus keta","X1995",1,1995
"3264","Oncorhynchus nerka","X1995",1,1995
"3265","Onchorynchus mykiss","X1995",1,1995
"3266","Salvelinus malma","X1995",1,1995
"3267","Lyconectes aleutensis","X1995",1,1995
"3268","Cryptacanthodes giganteus","X1995",1,1995
"3269","Stichaeidae","X1995",1,1995
"3270","Eumesogrammus praecisus","X1995",1,1995
"3271","Stichaeus punctatus","X1995",3,1995
"3272","Lumpenus sp.","X1995",2,1995
"3273","Lumpenus maculatus","X1995",3,1995
"3274","Lumpenus medius","X1995",3,1995
"3275","Lumpenus fabricii","X1995",3,1995
"3276","Lumpenus sagitta","X1995",3,1995
"3277","Acantholumpenus mackayi","X1995",3,1995
"3278","Lumpenella longirostris","X1995",3,1995
"3279","Chirolophis sp.","X1995",3,1995
"3280","Chirolophis decoratus","X1995",3,1995
"3281","Chirolophis snyderi","X1995",3,1995
"3282","Poroclinus rothrocki","X1995",3,1995
"3283","Pholidae","X1995",3,1995
"3284","Zaprora silenus","X1995",1,1995
"3285","Zoarcidae","X1995",1,1995
"3286","Lycodes sp.","X1995",1,1995
"3287","Lycodes raridens","X1995",1,1995
"3288","Lycodes palearis","X1995",1,1995
"3289","Lycodes mucosus","X1995",3,1995
"3290","Lycodes polaris","X1995",3,1995
"3291","Lycodes turneri","X1995",3,1995
"3292","Lycodes brevipes","X1995",1,1995
"3293","Gymnelus viridis","X1995",3,1995
"3294","roundfish unident.","X1995",1,1995
"3295","Sebastes sp.","X1995",1,1995
"3296","Sebastes aleutianus","X1995",3,1995
"3297","Sebastes melanostictus","X1995",3,1995
"3298","Sebastes alutus","X1995",1,1995
"3299","dusky and dark rockfishes unid","X1995",1,1995
"3300","Sebastes variabilis","X1995",1,1995
"3301","Sebastes crameri","X1995",3,1995
"3302","Sebastes flavidus","X1995",3,1995
"3303","Sebastes polyspinis","X1995",1,1995
"3304","Sebastes variegatus","X1995",1,1995
"3305","fish eggs unident.","X1996",1,1996
"3306","fish larvae unident.","X1996",1,1996
"3307","fish unident.","X1996",1,1996
"3308","Petromyzontidae","X1996",1,1996
"3309","Lampetra tridentata","X1996",2,1996
"3310","Lamna ditropis","X1996",1,1996
"3311","Squalus acanthias","X1996",1,1996
"3312","Somniosus pacificus","X1996",1,1996
"3313","Rajidae unident.","X1996",1,1996
"3314","skate egg case unident.","X1996",1,1996
"3315","Bathyraja sp. egg case","X1996",1,1996
"3316","Raja sp.","X1996",3,1996
"3317","Raja binoculata","X1996",2,1996
"3318","Raja rhina","X1996",3,1996
"3319","Raja stellulata","X1996",3,1996
"3320","Bathyraja sp.","X1996",2,1996
"3321","Bathyraja abyssicola","X1996",3,1996
"3322","Bathyraja interrupta","X1996",3,1996
"3323","Bathyraja interrupta
egg case","X1996",3,1996
"3324","Bathyraja taranetzi","X1996",3,1996
"3325","Bathyraja parmifera","X1996",3,1996
"3326","Bathyraja aleutica","X1996",3,1996
"3327","Bathyraja parmifera
egg case","X1996",3,1996
"3328","Bathyraja maculata","X1996",3,1996
"3329","Bathyraja smirnovi","X1996",3,1996
"3330","Bathyraja violacea","X1996",3,1996
"3331","Pleuronectiformes","X1996",1,1996
"3332","Citharichthys sp.","X1996",3,1996
"3333","Citharichthys sordidus","X1996",3,1996
"3334","Atheresthes stomias","X1996",2,1996
"3335","Atheresthes sp.","X1996",1,1996
"3336","Atheresthes evermanni","X1996",2,1996
"3337","Reinhardtius hippoglossoides","X1996",1,1996
"3338","Hippoglossus stenolepis","X1996",1,1996
"3339","Hippoglossoides sp.","X1996",1,1996
"3340","Hippoglossoides elassodon","X1996",2,1996
"3341","Hippoglossoides robustus","X1996",2,1996
"3342","Lyopsetta exilis","X1996",3,1996
"3343","Lyopsetta glacialis","X1996",3,1996
"3344","Parophrys vetulus","X1996",3,1996
"3345","Microstomus pacificus","X1996",1,1996
"3346","Glyptocephalus zachirus","X1996",1,1996
"3347","Limanda aspera","X1996",1,1996
"3348","Limanda proboscidea","X1996",1,1996
"3349","Limanda sakhalinensis","X1996",1,1996
"3350","Platichthys stellatus","X1996",1,1996
"3351","Platichthys stellatus X Pleuronectes quadrituberculatus.","X1996",1,1996
"3352","Psettichthys melanostictus","X1996",3,1996
"3353","Lepidopsetta sp.","X1996",1,1996
"3354","Lepidopsetta polyxystra","X1996",1,1996
"3355","Lepidopsetta bilineata","X1996",2,1996
"3356","Isopsetta isolepis","X1996",2,1996
"3357","Pleuronectes quadrituberculatus","X1996",1,1996
"3358","Pleuronichthys sp.","X1996",3,1996
"3359","Agonidae","X1996",1,1996
"3360","Pallasina barbata","X1996",1,1996
"3361","Percis japonicus","X1996",1,1996
"3362","Leptagonus sp.","X1996",2,1996
"3363","Leptagonus leptorhynchus","X1996",2,1996
"3364","Leptagonus frenatus","X1996",2,1996
"3365","Agonopsis vulsa","X1996",3,1996
"3366","Odontopyxis trispinosa","X1996",3,1996
"3367","Bathyagonus sp.","X1996",2,1996
"3368","Bathyagonus alascanus","X1996",2,1996
"3369","Bathyagonus infraspinatus","X1996",3,1996
"3370","Bathyagonus pentacanthus","X1996",3,1996
"3371","Bathyagonus nigripinnis","X1996",3,1996
"3372","Podothecus accipenserinus","X1996",1,1996
"3373","Podothecus veternus","X1996",3,1996
"3374","Aspidophoroides bartoni","X1996",1,1996
"3375","Aspidophoroides olriki","X1996",2,1996
"3376","Anoplagonus inermis","X1996",3,1996
"3377","Chesnonia verrucosa","X1996",3,1996
"3378","Occella dodecaedron","X1996",1,1996
"3379","Hypsagonus quadricornis","X1996",1,1996
"3380","Ammodytes hexapterus","X1996",1,1996
"3381","Anarrhichthys ocellatus","X1996",3,1996
"3382","Anarhichas orientalis","X1996",1,1996
"3383","Anoplopoma fimbria","X1996",1,1996
"3384","Aulorhynchus flavidus","X1996",3,1996
"3385","Bathymasteridae","X1996",2,1996
"3386","Ronquilus jordani","X1996",3,1996
"3387","Bathymaster signatus","X1996",1,1996
"3388","Clupea pallasi","X1996",1,1996
"3389","Alosa sapidissima","X1996",3,1996
"3390","Cottidae","X1996",1,1996
"3391","Icelinus borealis","X1996",3,1996
"3392","Gymnocanthus sp.","X1996",2,1996
"3393","Gymnocanthus pistilliger","X1996",3,1996
"3394","Gymnocanthus tricuspis","X1996",3,1996
"3395","Gymnocanthus galeatus","X1996",3,1996
"3396","Gymnocanthus detrisus","X1996",3,1996
"3397","Radulinus asprellus","X1996",3,1996
"3398","Artediellus sp.","X1996",2,1996
"3399","Artediellus miacanthus","X1996",3,1996
"3400","Artediellus pacificus","X1996",2,1996
"3401","Artediellus scaber","X1996",3,1996
"3402","Malacocottus sp.","X1996",1,1996
"3403","Malacocottus kincaidi","X1996",3,1996
"3404","Malacocottus zonurus","X1996",1,1996
"3405","Hemilepidotus sp.","X1996",1,1996
"3406","Hemilepidotus gilberti","X1996",3,1996
"3407","Hemilepidotus spinosus","X1996",3,1996
"3408","Hemilepidotus zapus","X1996",3,1996
"3409","Hemilepidotus hemilepidotus","X1996",1,1996
"3410","Hemilepidotus jordani","X1996",1,1996
"3411","Hemilepidotus papilio","X1996",2,1996
"3412","Triglops sp.","X1996",1,1996
"3413","Triglops forficata","X1996",1,1996
"3414","Triglops metopias","X1996",3,1996
"3415","Triglops scepticus","X1996",2,1996
"3416","Triglops pingeli","X1996",2,1996
"3417","Triglops macellus","X1996",2,1996
"3418","Microcottus sellaris","X1996",3,1996
"3419","Myoxocephalus verrucosus","X1996",3,1996
"3420","Myoxocephalus polyacanthocephalus","X1996",3,1996
"3421","Myoxocephalus jaok","X1996",3,1996
"3422","Myoxocephalus stelleri","X1996",3,1996
"3423","Myoxocephalus sp.","X1996",1,1996
"3424","Myoxocephalus quadricornis","X1996",3,1996
"3425","Myoxocephalus scorpioides","X1996",3,1996
"3426","Megalocottus platycephalus","X1996",3,1996
"3427","Leptocottus armatus","X1996",3,1996
"3428","Enophrys sp.","X1996",1,1996
"3429","Enophrys lucasi","X1996",3,1996
"3430","Enophrys diceraus","X1996",1,1996
"3431","Dasycottus setiger","X1996",1,1996
"3432","Psychrolutes paradoxus","X1996",1,1996
"3433","Psychrolutes phrictus","X1996",3,1996
"3434","Blepsias bilobus","X1996",1,1996
"3435","Nautichthys pribilovius","X1996",1,1996
"3436","Nautichthys oculofasciatus","X1996",3,1996
"3437","Hemitripterus bolini","X1996",1,1996
"3438","Eurymen gyrinus","X1996",1,1996
"3439","Icelus spiniger","X1996",1,1996
"3440","Icelus canaliculatus","X1996",3,1996
"3441","Icelus euryops","X1996",3,1996
"3442","Icelus spatula","X1996",1,1996
"3443","Icelus sp.","X1996",1,1996
"3444","Trichodon trichodon","X1996",1,1996
"3445","Microgadus proximus","X1996",3,1996
"3446","Gadus macrocephalus","X1996",1,1996
"3447","Boreogadus saida","X1996",3,1996
"3448","Eleginus gracilis","X1996",1,1996
"3449","Theragra chalcogramma","X1996",1,1996
"3450","Gasterosteus aculeatus","X1996",1,1996
"3451","Pungitius pungitius","X1996",1,1996
"3452","Hexagrammidae","X1996",1,1996
"3453","Pleurogrammus monopterygius","X1996",1,1996
"3454","Hexagrammos sp.","X1996",1,1996
"3455","Hexagrammos octogrammus","X1996",3,1996
"3456","Hexagrammos stelleri","X1996",1,1996
"3457","Hexagrammos lagocephalus","X1996",3,1996
"3458","Hexagrammos decagrammus","X1996",2,1996
"3459","Icosteus aenigmaticus","X1996",1,1996
"3460","Cyclopterinae","X1996",1,1996
"3461","Aptocyclus ventricosus","X1996",1,1996
"3462","Eumicrotremus birulai","X1996",3,1996
"3463","Eumicrotremus orbis","X1996",1,1996
"3464","Eumicrotremus derjugini","X1996",3,1996
"3465","Eumicrotremus andriashevi","X1996",3,1996
"3466","Eumicrotremus sp.","X1996",3,1996
"3467","Cyclopteropsis phrynoides","X1996",3,1996
"3468","Liparidinae","X1996",1,1996
"3469","Crystallichthys cyclospilus","X1996",1,1996
"3470","Liparis sp.","X1996",1,1996
"3471","Liparis fucensis","X1996",3,1996
"3472","Liparis bristolense","X1996",3,1996
"3473","Liparis dennyi","X1996",3,1996
"3474","Liparis gibbus","X1996",1,1996
"3475","Liparis pulchellus","X1996",3,1996
"3476","Liparis ochotensis","X1996",3,1996
"3477","Liparis cyclopus","X1996",3,1996
"3478","Liparis rutteri","X1996",3,1996
"3479","Liparis tunicatus","X1996",3,1996
"3480","Elassodiscus sp.","X1996",3,1996
"3481","Careproctus sp.","X1996",1,1996
"3482","Careproctus melanurus","X1996",3,1996
"3483","Careproctus phasma","X1996",3,1996
"3484","Careproctus cypselurus","X1996",3,1996
"3485","Careproctus furcellus","X1996",3,1996
"3486","Careproctus scottae","X1996",3,1996
"3487","Careproctus gilberti","X1996",3,1996
"3488","Careproctus rastrinus","X1996",2,1996
"3489","Nectoliparis pelagicus","X1996",3,1996
"3490","Myctophidae","X1996",1,1996
"3491","Osmeridae","X1996",1,1996
"3492","Thaleichthys pacificus","X1996",1,1996
"3493","Mallotus villosus","X1996",1,1996
"3494","Osmerus mordax","X1996",1,1996
"3495","Salmonidae","X1996",1,1996
"3496","Oncorhynchus tshawytscha","X1996",1,1996
"3497","Oncorhynchus kisutch","X1996",1,1996
"3498","Oncorhynchus gorbuscha","X1996",1,1996
"3499","Oncorhynchus keta","X1996",1,1996
"3500","Oncorhynchus nerka","X1996",1,1996
"3501","Onchorynchus mykiss","X1996",1,1996
"3502","Salvelinus malma","X1996",1,1996
"3503","Lyconectes aleutensis","X1996",1,1996
"3504","Cryptacanthodes giganteus","X1996",1,1996
"3505","Stichaeidae","X1996",1,1996
"3506","Eumesogrammus praecisus","X1996",1,1996
"3507","Stichaeus punctatus","X1996",3,1996
"3508","Lumpenus sp.","X1996",2,1996
"3509","Lumpenus maculatus","X1996",3,1996
"3510","Lumpenus medius","X1996",3,1996
"3511","Lumpenus fabricii","X1996",3,1996
"3512","Lumpenus sagitta","X1996",3,1996
"3513","Acantholumpenus mackayi","X1996",3,1996
"3514","Lumpenella longirostris","X1996",3,1996
"3515","Chirolophis sp.","X1996",3,1996
"3516","Chirolophis decoratus","X1996",3,1996
"3517","Chirolophis snyderi","X1996",3,1996
"3518","Poroclinus rothrocki","X1996",3,1996
"3519","Pholidae","X1996",3,1996
"3520","Zaprora silenus","X1996",1,1996
"3521","Zoarcidae","X1996",1,1996
"3522","Lycodes sp.","X1996",1,1996
"3523","Lycodes raridens","X1996",1,1996
"3524","Lycodes palearis","X1996",1,1996
"3525","Lycodes mucosus","X1996",3,1996
"3526","Lycodes polaris","X1996",3,1996
"3527","Lycodes turneri","X1996",3,1996
"3528","Lycodes brevipes","X1996",1,1996
"3529","Gymnelus viridis","X1996",3,1996
"3530","roundfish unident.","X1996",1,1996
"3531","Sebastes sp.","X1996",1,1996
"3532","Sebastes aleutianus","X1996",3,1996
"3533","Sebastes melanostictus","X1996",3,1996
"3534","Sebastes alutus","X1996",1,1996
"3535","dusky and dark rockfishes unid","X1996",1,1996
"3536","Sebastes variabilis","X1996",1,1996
"3537","Sebastes crameri","X1996",3,1996
"3538","Sebastes flavidus","X1996",3,1996
"3539","Sebastes polyspinis","X1996",1,1996
"3540","Sebastes variegatus","X1996",1,1996
"3541","fish eggs unident.","X1997",1,1997
"3542","fish larvae unident.","X1997",1,1997
"3543","fish unident.","X1997",1,1997
"3544","Petromyzontidae","X1997",1,1997
"3545","Lampetra tridentata","X1997",2,1997
"3546","Lamna ditropis","X1997",1,1997
"3547","Squalus acanthias","X1997",1,1997
"3548","Somniosus pacificus","X1997",1,1997
"3549","Rajidae unident.","X1997",1,1997
"3550","skate egg case unident.","X1997",1,1997
"3551","Bathyraja sp. egg case","X1997",1,1997
"3552","Raja sp.","X1997",3,1997
"3553","Raja binoculata","X1997",2,1997
"3554","Raja rhina","X1997",3,1997
"3555","Raja stellulata","X1997",3,1997
"3556","Bathyraja sp.","X1997",2,1997
"3557","Bathyraja abyssicola","X1997",3,1997
"3558","Bathyraja interrupta","X1997",3,1997
"3559","Bathyraja interrupta
egg case","X1997",3,1997
"3560","Bathyraja taranetzi","X1997",3,1997
"3561","Bathyraja parmifera","X1997",3,1997
"3562","Bathyraja aleutica","X1997",3,1997
"3563","Bathyraja parmifera
egg case","X1997",3,1997
"3564","Bathyraja maculata","X1997",3,1997
"3565","Bathyraja smirnovi","X1997",3,1997
"3566","Bathyraja violacea","X1997",3,1997
"3567","Pleuronectiformes","X1997",1,1997
"3568","Citharichthys sp.","X1997",3,1997
"3569","Citharichthys sordidus","X1997",3,1997
"3570","Atheresthes stomias","X1997",2,1997
"3571","Atheresthes sp.","X1997",1,1997
"3572","Atheresthes evermanni","X1997",2,1997
"3573","Reinhardtius hippoglossoides","X1997",1,1997
