"","Taxon","variable","value","Year"
"7515","Buccinum oedematum","X1995",3,1995
"7516","Buccinum plectrum","X1995",3,1995
"7517","Buccinum scalariforme","X1995",3,1995
"7518","Buccinum polare","X1995",3,1995
"7519","Buccinum solenum","X1995",3,1995
"7520","Buccinum ciliatum","X1995",3,1995
"7521","Buccinum glaciale","X1995",3,1995
"7522","Buccinum tenellum","X1995",3,1995
"7523","Buccinum tricarinatum","X1995",3,1995
"7524","Arctomelon sp.","X1995",3,1995
"7525","Arctomelon stearnsii","X1995",3,1995
"7526","Arctomelon tamikoae","X1995",3,1995
"7527","Volutomitra alaskana","X1995",3,1995
"7528","Velutina undata","X1995",3,1995
"7529","Velutina plicatilis","X1995",3,1995
"7530","Velutina conica","X1995",3,1995
"7531","Velutina prolongata","X1995",3,1995
"7532","Velutina velutina","X1995",3,1995
"7533","Velutina sp.","X1995",3,1995
"7534","Admete laevior","X1995",3,1995
"7535","Admete regina","X1995",3,1995
"7536","Cylichna alba","X1995",3,1995
"7537","Bivalvia unident.","X1995",1,1995
"7538","Mytilidae","X1995",1,1995
"7539","Modiolus modiolus","X1995",3,1995
"7540","Mytilus sp.","X1995",3,1995
"7541","Mytilus edulis","X1995",3,1995
"7542","Pectinid unident.","X1995",1,1995
"7543","Chlamys sp.","X1995",1,1995
"7544","Chlamys behringiana","X1995",3,1995
"7545","Chlamys rubida","X1995",3,1995
"7546","Chlamys pseudoislandica","X1995",3,1995
"7547","Patinopecten caurinus","X1995",1,1995
"7548","Parvamussium alaskense","X1995",3,1995
"7549","Cyclopecten sp.","X1995",3,1995
"7550","Hiatella sp.","X1995",3,1995
"7551","Hiatella arctica","X1995",3,1995
"7552","Panomya arctica","X1995",3,1995
"7553","Panomya norvegica","X1995",3,1995
"7554","Nucula tenuis","X1995",3,1995
"7555","Yoldia sp.","X1995",3,1995
"7556","Yoldia seminuda","X1995",3,1995
"7557","Yoldia myalis","X1995",3,1995
"7558","Yoldia thraciaeformis","X1995",3,1995
"7559","Yoldia hyperborea","X1995",3,1995
"7560","Portlandia sp.","X1995",3,1995
"7561","Nuculana sp.","X1995",3,1995
"7562","Nuculana pernula","X1995",3,1995
"7563","Nuculana fossa","X1995",3,1995
"7564","Nuculana buccata","X1995",3,1995
"7565","Musculus sp.","X1995",3,1995
"7566","Musculus niger","X1995",3,1995
"7567","Musculus discors","X1995",1,1995
"7568","Musculus olivaceus","X1995",3,1995
"7569","Crenella seminuda","X1995",3,1995
"7570","Astarte crenata","X1995",3,1995
"7571","Astarte sp.","X1995",3,1995
"7572","Astarte borealis","X1995",3,1995
"7573","Astarte polaris","X1995",3,1995
"7574","Tridonta rollandi","X1995",3,1995
"7575","Cardita sp.","X1995",3,1995
"7576","Carditidae","X1995",3,1995
"7577","Cyclocardia crassidens","X1995",3,1995
"7578","Cyclocardia crebricostata","X1995",3,1995
"7579","Cyclocardia sp.","X1995",3,1995
"7580","Kellia laperousii","X1995",3,1995
"7581","cockle unident.","X1995",3,1995
"7582","Clinocardium sp.","X1995",3,1995
"7583","Clinocardium nuttallii","X1995",3,1995
"7584","Clinocardium ciliatum","X1995",3,1995
"7585","Clinocardium californiense","X1995",3,1995
"7586","Clinocardium blandum","X1995",3,1995
"7587","Saxidomus nuttalli","X1995",3,1995
"7588","Saxidomus giganteus","X1995",3,1995
"7589","Protothaca staminea","X1995",3,1995
"7590","Liocyma fluctosa","X1995",3,1995
"7591","Mactromeris sp.","X1995",2,1995
"7592","Mactromeris polynyma","X1995",2,1995
"7593","Tellina sp.","X1995",2,1995
"7594","Tellina nuculoides","X1995",2,1995
"7595","Tellina lutea","X1995",2,1995
"7596","Macoma sp.","X1995",2,1995
"7597","Macoma nasuta","X1995",3,1995
"7598","Macoma calcarea","X1995",3,1995
"7599","Macoma brota","X1995",3,1995
"7600","Siliqua sp.","X1995",1,1995
"7601","Siliqua patula","X1995",3,1995
"7602","Siliqua alta","X1995",1,1995
"7603","Serripes sp.","X1995",1,1995
"7604","Serripes groenlandicus","X1995",3,1995
"7605","Serripes laperousii","X1995",3,1995
"7606","Serripes notabilis","X1995",2,1995
"7607","Mya sp.","X1995",3,1995
"7608","Mya arenaria","X1995",3,1995
"7609","Mya truncata","X1995",3,1995
"7610","Mya pseudoarenaria","X1995",3,1995
"7611","Mya elegans","X1995",3,1995
"7612","Pododesmus macroschisma","X1995",1,1995
"7613","Pododesmus sp.","X1995",1,1995
"7614","Anomiidae","X1995",1,1995
"7615","Dentalium sp.","X1995",3,1995
"7616","Rhabdus dalli","X1995",3,1995
"7617","Cephalopoda unident.","X1995",1,1995
"7618","cuttlefish unident.","X1995",3,1995
"7619","Octopodidae","X1995",1,1995
"7620","pelagic octopus unident.","X1995",3,1995
"7621","Benthoctopus leioderma","X1995",3,1995
"7622","Octopus sp.","X1995",3,1995
"7623","Octopus dofleini","X1995",3,1995
"7624","Benthoctopus sp.","X1995",3,1995
"7625","Teuthoidea","X1995",1,1995
"7626","Rossia pacifica","X1995",1,1995
"7627","Loligo opalescens","X1995",3,1995
"7628","Gonatus sp.","X1995",3,1995
"7629","Berryteuthis magister","X1995",1,1995
"7630","Asteroidea unident.","X1995",1,1995
"7631","Evasterias sp.","X1995",1,1995
"7632","Evasterias troschelii","X1995",2,1995
"7633","Evasterias echinosoma","X1995",2,1995
"7634","Orthasterias koehleri","X1995",3,1995
"7635","Leptasterias groenlandica","X1995",2,1995
"7636","Leptasterias hexactis","X1995",3,1995
"7637","Leptasterias hylodes","X1995",3,1995
"7638","Leptasterias coei","X1995",3,1995
"7639","Pycnopodia helianthoides","X1995",1,1995
"7640","Lethasterias nanimensis","X1995",1,1995
"7641","Pedicellaster magister","X1995",3,1995
"7642","Henricia sp.","X1995",1,1995
"7643","Henricia sanguinolenta","X1995",3,1995
"7644","Henricia leviuscula","X1995",3,1995
"7645","Henricia tumida","X1995",3,1995
"7646","Odontohenricia
sp.","X1995",3,1995
"7647","Leptasterias polaris","X1995",1,1995
"7648","Leptasterias arctica","X1995",1,1995
"7649","Leptasterias sp.","X1995",1,1995
"7650","Henricia beringiana","X1995",3,1995
"7651","Gephyreaster swifti","X1995",1,1995
"7652","Pseudarchaster
sp.","X1995",1,1995
"7653","Pseudarchaster alascensis","X1995",3,1995
"7654","Pseudarchaster parelii","X1995",3,1995
"7655","Hippasteria spinosa","X1995",3,1995
"7656","Ceramaster sp.","X1995",1,1995
"7657","Ceramaster japonicus","X1995",3,1995
"7658","Ceramaster patagonicus","X1995",3,1995
"7659","Dermasterias imbricata","X1995",3,1995
"7660","Solaster sp.","X1995",1,1995
"7661","Solaster endeca","X1995",3,1995
"7662","Solaster dawsoni","X1995",3,1995
"7663","Solaster paxillatus","X1995",3,1995
"7664","Crossaster sp.","X1995",1,1995
"7665","Crossaster borealis","X1995",1,1995
"7666","Crossaster papposus","X1995",1,1995
"7667","Pteraster sp.","X1995",1,1995
"7668","Pteraster tesselatus","X1995",3,1995
"7669","Pteraster militaris","X1995",3,1995
"7670","Pteraster obscurus","X1995",1,1995
"7671","Diplopteraster multipes","X1995",1,1995
"7672","Diplopteraster sp.","X1995",1,1995
"7673","Asterias sp.","X1995",1,1995
"7674","Asterias amurensis","X1995",1,1995
"7675","Ctenodiscus sp.","X1995",3,1995
"7676","Ctenodiscus crispatus","X1995",3,1995
"7677","Leptychaster sp.","X1995",3,1995
"7678","Leptychaster anomalus","X1995",3,1995
"7679","Leptychaster pacificus","X1995",3,1995
"7680","Leptychaster arcticus","X1995",3,1995
"7681","Dipsacaster sp.","X1995",1,1995
"7682","Dipsacaster borealis","X1995",1,1995
"7683","Cheiraster (=Luidiaster) dawsoni","X1995",1,1995
"7684","Echinacea unident.","X1995",1,1995
"7685","Strongylocentrotus droebachiensis","X1995",3,1995
"7686","Strongylocentrotus
sp.","X1995",2,1995
"7687","Strongylocentrotus franciscanus","X1995",3,1995
"7688","Strongylocentrotus polyacanthus","X1995",3,1995
"7689","Strongylocentrotus pallidus","X1995",3,1995
"7690","Allocentrotus fragilis","X1995",2,1995
"7691","Allocentrotus sp.","X1995",2,1995
"7692","sand dollar unident.","X1995",1,1995
"7693","Echinarachnius parma","X1995",1,1995
"7694","Ophiuroid unident.","X1995",1,1995
"7695","Gorgonocephalus eucnemis","X1995",1,1995
"7696","Asteronyx loveni","X1995",1,1995
"7697","Ophiura sp.","X1995",3,1995
"7698","Ophiura sarsi","X1995",3,1995
"7699","Amphiophiura nodosa","X1995",3,1995
"7700","Ophiacantha sp.","X1995",3,1995
"7701","Ophiopholis sp.","X1995",3,1995
"7702","Ophiopholis aculeata","X1995",3,1995
"7703","Ophiolebes sp.","X1995",3,1995
"7704","Holothuroidea unident.","X1995",1,1995
"7705","Molpadia sp.","X1995",1,1995
"7706","Molpadia intermedia","X1995",2,1995
"7707","Pentamera lissoplaca","X1995",3,1995
"7708","Pentamera sp.","X1995",3,1995
"7709","Bathyplotes sp.","X1995",3,1995
"7710","Cucumaria sp.","X1995",1,1995
"7711","Cucumaria fallax","X1995",1,1995
"7712","Cucumaria frondosa","X1995",3,1995
"7713","Psolus sp.","X1995",1,1995
"7714","Psolus fabricii","X1995",3,1995
"7715","Psolus squamatus","X1995",3,1995
"7716","Synallactes challengeri","X1995",3,1995
"7717","Foraminifera","X1995",3,1995
"7718","Porifera","X1995",1,1995
"7719","vase sponge unident.","X1995",3,1995
"7720","Suberites sp.","X1995",1,1995
"7721","Suberites ficus","X1995",3,1995
"7722","Aphrocallistes vastus","X1995",3,1995
"7723","Mycale loveni","X1995",1,1995
"7724","Halichondria panicea","X1995",3,1995
"7725","Phakellia cribrosa","X1995",3,1995
"7726","scapula sponge","X1995",3,1995
"7727","Myxilla incrustans","X1995",3,1995
"7728","Leucosolenia blanca","X1995",3,1995
"7729","Tethya sp.","X1995",3,1995
"7730","stone sponge","X1995",3,1995
"7731","Polymastia fluegeli","X1995",3,1995
"7732","Latrunculia sp. A (Clark 2006)","X1995",3,1995
"7733","Hexactinellida","X1995",3,1995
"7734","Platyhelminthes","X1995",3,1995
"7735","Polycladida","X1995",3,1995
"7736","Nemertea","X1995",3,1995
"7737","Priapula","X1995",3,1995
"7738","Nematoda","X1995",3,1995
"7739","Sipuncula","X1995",2,1995
"7740","Echiura","X1995",3,1995
"7741","Phoronida","X1995",3,1995
"7742","Bryozoa unident.","X1995",2,1995
"7743","Leieschara orientalis","X1995",3,1995
"7744","bryozoan sp. A unident.","X1995",3,1995
"7745","Bugula californica","X1995",3,1995
"7746","Eucratea loricata","X1995",3,1995
"7747","Flustra serrulata","X1995",3,1995
"7748","Flustrellidra corniculata","X1995",3,1995
"7749","Alcyonidium pedunculatum","X1995",3,1995
"7750","Porella compressa","X1995",3,1995
"7751","Escharopsis sarsi","X1995",3,1995
"7752","Rhamphostomella costata","X1995",2,1995
"7753","Cellepora ventricosa","X1995",3,1995
"7754","Dendrobeania sp.","X1995",3,1995
"7755","brachiopod unident.","X1995",1,1995
"7756","Hemithyridae","X1995",3,1995
"7757","Laqueus californianus","X1995",3,1995
"7758","Ascidian unident.","X1995",1,1995
"7759","Ascidian n. sp. A","X1995",3,1995
"7760","Ascidian n. sp. B","X1995",3,1995
"7761","Thaliacea unident.","X1995",2,1995
"7762","Styela sp.","X1995",1,1995
"7763","Styela rustica","X1995",1,1995
"7764","Boltenia sp.","X1995",1,1995
"7765","Boltenia ovifera","X1995",1,1995
"7766","Halocynthia sp.","X1995",1,1995
"7767","Halocynthia aurantium","X1995",1,1995
"7768","Aplidium californicum","X1995",3,1995
"7769","compound ascidian unident.","X1995",1,1995
"7770","Amaroucium soldatovi","X1995",3,1995
"7771","Chelyosoma orientale","X1995",3,1995
"7772","Aplidium sp.","X1995",1,1995
"7773","Aplidium n. sp. a","X1995",3,1995
"7774","Synoicum sp.","X1995",3,1995
"7775","Molgula sp.","X1995",3,1995
"7776","Molgula grifithsii","X1995",3,1995
"7777","Molgula retortiformis","X1995",3,1995
"7778","invertebrate unident.","X1995",1,1995
"7779","invert. eggs unident.","X1995",1,1995
"7780","empty bivalve shells","X1995",1,1995
"7781","empty gastropod shells","X1995",1,1995
"7782","unsorted debris","X1995",1,1995
"7783","Polychaete tubes","X1995",1,1995
"7784","unsorted shab","X1995",1,1995
"7785","Hydrozoa","X1996",1,1996
"7786","hydroid unident.","X1996",2,1996
"7787","Hydroid sp. A","X1996",3,1996
"7788","Hydractinia sp.","X1996",3,1996
"7789","Sertularia robusta","X1996",3,1996
"7790","Scyphozoa","X1996",1,1996
"7791","Chrysaora sp.","X1996",1,1996
"7792","Chrysaora melanaster","X1996",1,1996
"7793","Phacellophora camtschatica","X1996",1,1996
"7794","Aequorea sp.","X1996",3,1996
"7795","Phacellophora sp.","X1996",1,1996
"7796","Aurelia sp.","X1996",1,1996
"7797","Aurelia labiata","X1996",3,1996
"7798","Cyanea sp.","X1996",1,1996
"7799","Cyanea capillata","X1996",1,1996
"7800","Anthozoa","X1996",2,1996
"7801","Alcyonacea","X1996",2,1996
"7802","Gersemia sp.","X1996",1,1996
"7803","Gersemia rubiformis","X1996",3,1996
"7804","Gorgonacea","X1996",2,1996
"7805","Paragorgia sp.","X1996",1,1996
"7806","Paragorgia arborea","X1996",2,1996
"7807","Pennatulacea","X1996",1,1996
"7808","Virgularia sp.","X1996",3,1996
"7809","Virgularidae","X1996",1,1996
"7810","Stylatula sp.","X1996",3,1996
"7811","Halipteris sp.","X1996",3,1996
"7812","Halipteris finmarchia","X1996",3,1996
"7813","Halipteris willemoesi","X1996",3,1996
"7814","Actiniaria","X1996",1,1996
"7815","Actinauge verrillii","X1996",3,1996
"7816","Metridium sp.","X1996",1,1996
"7817","Metridium senile","X1996",3,1996
"7818","Metridium farcimen (=Metridium giganteum)","X1996",3,1996
"7819","Stomphia didemon","X1996",3,1996
"7820","Stomphia sp.","X1996",3,1996
"7821","Stomphia coccinea","X1996",3,1996
"7822","Urticina sp.","X1996",3,1996
"7823","Urticina crassicornis","X1996",3,1996
"7824","Urticina lofotensis","X1996",3,1996
"7825","Urticina columbiana","X1996",3,1996
"7826","Bathyphelia australis","X1996",3,1996
"7827","Cribrinopsis fernaldi","X1996",3,1996
"7828","Liponema brevicornis","X1996",1,1996
"7829","Actinostolidae","X1996",1,1996
"7830","Scleractinia unident.","X1996",3,1996
"7831","Amphilaphis sp.","X1996",2,1996
"7832","Ctenophora","X1996",1,1996
"7833","Beroe sp.","X1996",3,1996
"7834","Polychaeta","X1996",1,1996
"7835","worm unident.","X1996",1,1996
"7836","Eunice valens","X1996",3,1996
"7837","tube worm unident.","X1996",1,1996
"7838","Aphroditidae","X1996",1,1996
"7839","Aphrodita sp.","X1996",1,1996
"7840","Aphrodita negligens","X1996",3,1996
"7841","Nephtyidae unident.","X1996",3,1996
"7842","Nereidae","X1996",3,1996
"7843","Nereis sp.","X1996",3,1996
"7844","Cheilonereis cyclurus","X1996",3,1996
"7845","Polynoidae","X1996",1,1996
"7846","Eunoe sp.","X1996",1,1996
"7847","Eunoe nodosa","X1996",2,1996
"7848","Eunoe depressa","X1996",2,1996
"7849","Sabellidae","X1996",3,1996
"7850","Serpula vermicularis","X1996",3,1996
"7851","Serpula columbiana","X1996",3,1996
"7852","Serpula sp.","X1996",3,1996
"7853","Hirudinea unident.","X1996",1,1996
"7854","Carcinobdella
sp.","X1996",3,1996
"7855","Notostombdella (=Carcinobdella) cyclostoma","X1996",3,1996
"7856","Amphipoda","X1996",1,1996
"7857","Gammaridae","X1996",1,1996
"7858","Caprella sp.","X1996",1,1996
"7859","Isopoda","X1996",1,1996
"7860","Saduria entomon","X1996",3,1996
"7861","Mysidacea","X1996",2,1996
"7862","Cirripedia","X1996",1,1996
"7863","Thoracica","X1996",1,1996
"7864","Balanus sp.","X1996",1,1996
"7865","Balanus balanus","X1996",3,1996
"7866","Balanus evermanni","X1996",3,1996
"7867","Balanus hesperius","X1996",3,1996
"7868","Balanus rostratus","X1996",3,1996
"7869","shrimp unident.","X1996",1,1996
"7870","Pandalidae","X1996",1,1996
"7871","Pandalus sp.","X1996",2,1996
"7872","Pandalus jordani","X1996",3,1996
"7873","Pandalus borealis","X1996",2,1996
"7874","Pandalus tridens","X1996",2,1996
"7875","Pandalus platyceros","X1996",2,1996
"7876","Pandalus goniurus","X1996",2,1996
"7877","Pandalus hypsinotus","X1996",2,1996
"7878","Pandalopsis dispar","X1996",3,1996
"7879","Hippolytidae","X1996",1,1996
"7880","Spirontocaris sp.","X1996",2,1996
"7881","Spirontocaris arcuata","X1996",2,1996
"7882","Spirontocaris lamellicornis","X1996",2,1996
"7883","Eualus sp.","X1996",2,1996
"7884","Eualus barbatus","X1996",3,1996
"7885","Eualus fabricii","X1996",3,1996
"7886","Eualus gaimardii","X1996",3,1996
"7887","Eualus macilentus","X1996",3,1996
"7888","Eualus suckleyi","X1996",3,1996
"7889","Lebbeus sp.","X1996",3,1996
"7890","Lebbeus groenlandicus","X1996",2,1996
"7891","Lebbeus polaris","X1996",3,1996
"7892","Crangonidae","X1996",1,1996
"7893","Crangon sp.","X1996",2,1996
"7894","Crangon abyssorum","X1996",3,1996
"7895","Crangon alaskensis","X1996",3,1996
"7896","Crangon communis","X1996",2,1996
"7897","Crangon dalli","X1996",2,1996
"7898","Crangon septemspinosa","X1996",2,1996
"7899","Lissocrangon stylirostris","X1996",3,1996
"7900","Sclerocrangon
sp.","X1996",3,1996
"7901","Sclerocrangon boreas","X1996",3,1996
"7902","Argis sp.","X1996",2,1996
"7903","Argis alaskensis","X1996",3,1996
"7904","Argis dentata","X1996",3,1996
"7905","Argis lar","X1996",3,1996
"7906","Argis crassa","X1996",3,1996
"7907","Argis levior","X1996",3,1996
"7908","crab unident.","X1996",1,1996
"7909","Cancer sp.","X1996",1,1996
"7910","Cancer magister","X1996",1,1996
"7911","Cancer oregonensis","X1996",1,1996
"7912","Cancer productus","X1996",3,1996
"7913","Oregonia gracilis","X1996",1,1996
"7914","Chionoecetes sp.","X1996",1,1996
"7915","Chionoecetes tanneri","X1996",1,1996
"7916","Chionoecetes bairdi","X1996",1,1996
"7917","Chionoecetes angulatus","X1996",1,1996
"7918","Chionoecetes opilio","X1996",1,1996
"7919","Chionoecetes
hybrid","X1996",1,1996
"7920","Hyas sp.","X1996",1,1996
"7921","Hyas coarctatus","X1996",1,1996
"7922","Hyas lyratus","X1996",1,1996
"7923","Telmessus cheiragonus","X1996",1,1996
"7924","Paguridae","X1996",1,1996
"7925","Labidochirus splendescens","X1996",3,1996
"7926","Pagurus sp.","X1996",1,1996
"7927","Pagurus brandti","X1996",3,1996
"7928","Pagurus aleuticus","X1996",3,1996
"7929","Pagurus confragosus","X1996",3,1996
"7930","Pagurus cornutus","X1996",3,1996
"7931","Pagurus dalli","X1996",3,1996
"7932","Pagurus kennerlyi","X1996",3,1996
"7933","Pagurus trigonocheirus","X1996",3,1996
"7934","Pagurus beringanus","X1996",3,1996
"7935","Pagurus ochotensis","X1996",3,1996
"7936","Pagurus rathbuni","X1996",3,1996
"7937","Pagurus tanneri","X1996",3,1996
"7938","Pagurus capillatus","X1996",3,1996
"7939","Elassochirus tenuimanus","X1996",3,1996
"7940","Elassochirus cavimanus","X1996",3,1996
"7941","Elassochirus gilli","X1996",3,1996
"7942","Lithodes aequispina","X1996",1,1996
"7943","Dermaturus mandti","X1996",1,1996
"7944","Hapalogaster sp.","X1996",1,1996
"7945","Hapalogaster grebnitzkii","X1996",1,1996
"7946","Phyllolithodes papillosus","X1996",3,1996
"7947","Paralithodes camtschaticus","X1996",1,1996
"7948","Paralithodes platypus","X1996",1,1996
"7949","Placetron wosnessenskii","X1996",1,1996
"7950","Erimacrus isenbeckii","X1996",1,1996
"7951","Pugettia sp.","X1996",3,1996
"7952","Pugettia gracilis","X1996",3,1996
"7953","Mollusca","X1996",1,1996
"7954","Polyplacophora unident.","X1996",1,1996
"7955","Amicula vestita","X1996",1,1996
"7956","Nudibranchia unident.","X1996",1,1996
"7957","Onchidoris bilamellata","X1996",3,1996
"7958","Tochuina tetraquetra","X1996",3,1996
"7959","Dendronotus sp.","X1996",3,1996
"7960","Dendronotus frondosus","X1996",3,1996
"7961","Dendronotus subramosus","X1996",3,1996
"7962","Chlamylla sp.","X1996",3,1996
"7963","Tritonia diomedea","X1996",3,1996
"7964","Tritonia sp.","X1996",3,1996
"7965","Anisodoris nobilis","X1996",3,1996
"7966","dorid nudibranch unident.","X1996",3,1996
"7967","Archidoris odhneri","X1996",3,1996
"7968","limpet unident.","X1996",3,1996
"7969","Gastropod unident.","X1996",1,1996
"7970","gastropod eggs","X1996",1,1996
"7971","Buccinum sp.
eggs","X1996",1,1996
"7972","Neptunea sp. eggs","X1996",1,1996
"7973","Asterophila japonica","X1996",3,1996
"7974","Naticidae","X1996",1,1996
"7975","Naticidae eggs","X1996",1,1996
"7976","Cryptonatica
sp.","X1996",3,1996
"7977","Cryptonatica aleutica","X1996",3,1996
"7978","Cryptonatica affinis","X1996",3,1996
"7979","Natica sp.","X1996",3,1996
"7980","Natica clausa","X1996",3,1996
"7981","Natica russa","X1996",3,1996
"7982","Euspira sp.","X1996",3,1996
"7983","Euspira lewisi","X1996",3,1996
"7984","Euspira pallidus","X1996",3,1996
"7985","Lamellaria sp.","X1996",3,1996
"7986","Onchidiopsis glacialis","X1996",3,1996
"7987","Onchidiopsis sp. B (Clark & McLean)","X1996",3,1996
"7988","Capulacmaea commoda","X1996",3,1996
"7989","Tachyrhynchus erosus","X1996",1,1996
"7990","Crepidula sp.","X1996",1,1996
"7991","Crepidula grandis","X1996",1,1996
"7992","Colus sp.","X1996",3,1996
"7993","Colus herendeenii","X1996",3,1996
"7994","Colus hypolispus","X1996",3,1996
"7995","Colus ombronius","X1996",3,1996
"7996","Colus roseus","X1996",3,1996
"7997","Colus esychus","X1996",3,1996
"7998","Colus spitzbergensis","X1996",3,1996
"7999","Colus aphelus","X1996",3,1996
"8000","Colus halli","X1996",3,1996
"8001","Colus datuzenbergii","X1996",3,1996
"8002","Colus bristolensis","X1996",3,1996
"8003","Pyrulofusus sp.","X1996",1,1996
"8004","Pyrulofusus deformis","X1996",1,1996
"8005","Pyrulofusus harpa","X1996",1,1996
"8006","Pyrulofusus melonis","X1996",1,1996
"8007","Volutopsius sp.","X1996",3,1996
"8008","Volutopsius sp. eggs","X1996",1,1996
"8009","Volutopsius fragilis","X1996",3,1996
"8010","Volutopsius filosus","X1996",3,1996
"8011","Volutopsius castaneus","X1996",3,1996
"8012","Volutopsius simplex","X1996",3,1996
"8013","Volutopsius stefanssoni","X1996",3,1996
"8014","Volutopsius middendorffii","X1996",3,1996
"8015","Volutopsius trophonius","X1996",3,1996
"8016","Volutopsius callorhinus","X1996",3,1996
"8017","Beringius sp.","X1996",3,1996
"8018","Beringius kennicottii","X1996",3,1996
"8019","Beringius frielei","X1996",3,1996
"8020","Beringius beringii","X1996",3,1996
"8021","Beringius stimpsoni","X1996",3,1996
"8022","Beringius crebricostatus","X1996",3,1996
"8023","Beringius undatus","X1996",3,1996
"8024","Neptunea sp.","X1996",3,1996
"8025","Neptunea amianta","X1996",3,1996
"8026","Neptunea smirnia","X1996",3,1996
"8027","Neptunea pribiloffensis","X1996",3,1996
"8028","Neptunea tabulata","X1996",3,1996
"8029","Neptunea borealis","X1996",3,1996
"8030","Neptunea lyrata","X1996",3,1996
"8031","Neptunea ventricosa","X1996",3,1996
"8032","Neptunea insularis","X1996",3,1996
"8033","Neptunea heros","X1996",3,1996
"8034","Neptunea magna","X1996",3,1996
"8035","Neptunea sp. D (Clark & McLean)","X1996",3,1996
"8036","Plicifusus sp.","X1996",3,1996
"8037","Plicifusus incisus","X1996",3,1996
"8038","Plicifusus kroyeri","X1996",3,1996
"8039","Plicifusus oceanodromae","X1996",3,1996
"8040","Plicifusus griseus","X1996",3,1996
"8041","Liomesus sp.","X1996",3,1996
"8042","Liomesus ooides","X1996",3,1996
"8043","Ancistrolepis sp.","X1996",3,1996
"8044","Antiplanes sp.","X1996",3,1996
"8045","Aforia sp.","X1996",1,1996
"8046","Aforia goodei","X1996",3,1996
"8047","Aforia circinata","X1996",1,1996
"8048","Boreoscala groenlandica","X1996",2,1996
"8049","Oenopota sp.","X1996",3,1996
"8050","Oenopota harpa","X1996",3,1996
"8051","Trichotropidae","X1996",3,1996
"8052","Trichotropis coronata","X1996",3,1996
"8053","Trichotropis bicarinata","X1996",3,1996
"8054","Boreotrophon beringi","X1996",3,1996
"8055","Boreotrophon alaskanus","X1996",3,1996
"8056","Boreotrophon coronatus","X1996",3,1996
"8057","Boreotrophon clathratus","X1996",3,1996
"8058","Boreotrophon sp.","X1996",3,1996
"8059","Boreotrophon pacificus","X1996",3,1996
"8060","Fusitriton oregonensis","X1996",1,1996
"8061","Fusitriton sp.","X1996",1,1996
"8062","trochid unident.","X1996",3,1996
"8063","Margarites sp.","X1996",3,1996
"8064","Margarites pupillus","X1996",3,1996
"8065","Margarites giganteus","X1996",3,1996
"8066","Margarites argentatus","X1996",3,1996
"8067","Margarites costalis","X1996",3,1996
"8068","Solariella obscura","X1996",3,1996
"8069","Buccinum sp.","X1996",1,1996
"8070","Buccinum angulosum","X1996",3,1996
"8071","Buccinum oedematum","X1996",3,1996
"8072","Buccinum plectrum","X1996",3,1996
"8073","Buccinum scalariforme","X1996",3,1996
"8074","Buccinum polare","X1996",3,1996
"8075","Buccinum solenum","X1996",3,1996
"8076","Buccinum ciliatum","X1996",3,1996
"8077","Buccinum glaciale","X1996",3,1996
"8078","Buccinum tenellum","X1996",3,1996
"8079","Buccinum tricarinatum","X1996",3,1996
"8080","Arctomelon sp.","X1996",3,1996
"8081","Arctomelon stearnsii","X1996",3,1996
"8082","Arctomelon tamikoae","X1996",3,1996
"8083","Volutomitra alaskana","X1996",3,1996
"8084","Velutina undata","X1996",3,1996
"8085","Velutina plicatilis","X1996",3,1996
"8086","Velutina conica","X1996",3,1996
"8087","Velutina prolongata","X1996",3,1996
"8088","Velutina velutina","X1996",3,1996
"8089","Velutina sp.","X1996",3,1996
"8090","Admete laevior","X1996",3,1996
"8091","Admete regina","X1996",3,1996
"8092","Cylichna alba","X1996",3,1996
"8093","Bivalvia unident.","X1996",1,1996
"8094","Mytilidae","X1996",1,1996
"8095","Modiolus modiolus","X1996",3,1996
"8096","Mytilus sp.","X1996",3,1996
"8097","Mytilus edulis","X1996",3,1996
"8098","Pectinid unident.","X1996",1,1996
"8099","Chlamys sp.","X1996",1,1996
"8100","Chlamys behringiana","X1996",3,1996
"8101","Chlamys rubida","X1996",3,1996
"8102","Chlamys pseudoislandica","X1996",3,1996
"8103","Patinopecten caurinus","X1996",1,1996
"8104","Parvamussium alaskense","X1996",3,1996
"8105","Cyclopecten sp.","X1996",3,1996
"8106","Hiatella sp.","X1996",3,1996
"8107","Hiatella arctica","X1996",3,1996
"8108","Panomya arctica","X1996",3,1996
"8109","Panomya norvegica","X1996",3,1996
"8110","Nucula tenuis","X1996",3,1996
"8111","Yoldia sp.","X1996",3,1996
"8112","Yoldia seminuda","X1996",3,1996
"8113","Yoldia myalis","X1996",3,1996
"8114","Yoldia thraciaeformis","X1996",3,1996
"8115","Yoldia hyperborea","X1996",3,1996
"8116","Portlandia sp.","X1996",3,1996
"8117","Nuculana sp.","X1996",3,1996
"8118","Nuculana pernula","X1996",3,1996
"8119","Nuculana fossa","X1996",3,1996
"8120","Nuculana buccata","X1996",3,1996
"8121","Musculus sp.","X1996",3,1996
"8122","Musculus niger","X1996",3,1996
"8123","Musculus discors","X1996",1,1996
"8124","Musculus olivaceus","X1996",3,1996
"8125","Crenella seminuda","X1996",3,1996
"8126","Astarte crenata","X1996",3,1996
"8127","Astarte sp.","X1996",3,1996
"8128","Astarte borealis","X1996",3,1996
"8129","Astarte polaris","X1996",3,1996
